,AgencySystem_Name,SiteSystem_Name,Agency_Id,Site_Id,Site_AgencyId,Site_Status,site_lat,site_long,site_zip_lat,site_zip_long,site_address
130,ZZZINACTIVE - RAILROAD RETIREMENT BOARD,RAILROAD RETIREMENT BOARD,76,1934.0,76.0,active,43.03884557,-87.91469278,43.037678,-87.91517,"310 W Wisconsin Ave Ste 1168 Milwaukee WI, 53203"
131,ZZZINACTIVE - THE PHOENIX SOCIETY FOR BURN SURVIVORS,THE PHOENIX SOCIETY FOR BURN SURVIVORS,77,1790.0,77.0,active,42.88408308,-85.70996193,42.898563,-85.71922,"1835 R W Berends Drive SW Grand Rapids MI, 49519"
132,FAMILY SERVICE MADISON,FAMILY SERVICE MADISON,78,7077.0,78.0,active,43.0533792,-89.3811749,43.03725,-89.38687,"128 East Olin Avenue Suite 100 Madison WI, 53713"
133,PLEASANT VIEW APARTMENTS,PLEASANT VIEW APARTMENTS,79,536.0,79.0,active,44.326181,-88.1578413,44.33247,-88.169235,"310 CLAY STREET WRIGHTSTOWN WI, 54180"
134,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - DEFOREST,80,2892.0,80.0,active,42.84919519,-89.05493299,43.231052,-89.3454,"4200 Savannah Dr De Forest WI, 53532"
135,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - ELMWOOD,80,4406.0,80.0,active,43.09593769,-89.51635566,43.114822,-89.521324,"7780 Elmwood Ave Ste 201 Middleton WI, 53562"
136,MERITER HOSPITAL,MERITER - THERAPY MIDDLETON,80,4408.0,80.0,active,43.0977135,-89.520086,43.114822,-89.521324,"2237 Deming Way Middleton WI, 53562"
137,MERITER HOSPITAL,MERITER - STOUGHTON CLINIC,80,5236.0,80.0,active,42.9188911,-89.2463867,42.93215,-89.20577,"100 Silverado Drive Stoughton WI, 53589"
138,MERITER HOSPITAL,ZZZINACTIVE - MERITER HOSPITAL - W WASHINGTON,80,5794.0,80.0,active,43.07200548,-89.38779303,43.0707,-89.37565,"345 W Washington Ave Madison WI, 53703"
139,MERITER HOSPITAL,ZZZINACTIVE - MERITER HOSPITAL - ZEIER,80,6120.0,80.0,active,43.12612839,-89.30056298,43.12822,-89.384636,"2201 Zeier Rd Madison WI, 53704"
140,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - FITCHBURG,80,6744.0,80.0,active,43.00040501,-89.42538238,43.020435,-89.412674,"2690 Research Park Drive, Ste. F Fitchburg WI, 53711"
141,MERITER HOSPITAL,ZZZINACTIVE - MERITER HOSPITAL - W BELTLINE,80,7083.0,80.0,active,43.03507866,-89.41167233,43.03725,-89.38687,"2180 W Beltline Highway Madison WI, 53713"
142,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - ARBOR GATE,80,7091.0,80.0,active,43.03481716,-89.41413023,43.03725,-89.38687,"c/o Arbor Gate Building 2501 W Beltline Hwy St Ste 207 Madison WI, 53713"
143,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - BELTLINE,80,7094.0,80.0,active,43.03486577,-89.41554242,43.03725,-89.38687,"2601 W Beltline Hwy Madison WI, 53713"
144,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - NOVATION,80,7099.0,80.0,active,43.09047079,-89.30870746,43.03725,-89.38687,"2650 Novation Pkwy Madison WI, 53713"
145,MERITER HOSPITAL,MERITER HOSPITAL - PARK STREET,80,7639.0,80.0,active,43.0660369,-89.4019315,43.061916,-89.39748,"202 South Park Street Madison WI, 53715"
146,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - COPPS AVE,80,7752.0,80.0,active,43.0487567,-89.3097213,43.060802,-89.32101,"6408 Copps Avenue Monona WI, 53716"
147,MERITER HOSPITAL,ZZZINACTIVE - MERITER HOSPITAL - MINERAL POINT,80,7850.0,80.0,active,43.06050169,-89.51164345,43.074562,-89.52165,"7401 Mineral Point Rd Madison WI, 53717"
148,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - E TERRACE,80,7926.0,80.0,active,43.1444582,-89.29045418,43.10802,-89.26928,"5249 E Terrace Dr Madison WI, 53718"
149,MERITER HOSPITAL,ZZZ MERITER HOSPITAL - GAMMON,80,7986.0,80.0,active,43.0435382,-89.5029519,43.028484,-89.49091,"1015 GAMMON LANE MADISON WI, 53719"
150,MERITER HOSPITAL,MERITER HOSPITAL - WELLNESS WAY,80,7988.0,80.0,active,43.019268,-89.5252711,43.028484,-89.49091,"8102 Wellness Way Madison WI, 53719"
151,MERITER HOSPITAL,MERITER - MERITER WAY,80,7990.0,80.0,active,43.0173795,-89.5275719,43.028484,-89.49091,"3102 Meriter Way Madison WI, 53719"
152,MERITER HOSPITAL,ZZZINACTIVE - MERITER - THERAPY CENTRAL,80,37458.0,80.0,active,43.0510228,-89.3954578,43.061916,-89.39748,"1414 South Park Street Madison WI, 53715"
153,MERITER HOSPITAL,MERITER - THERAPY WEST,80,37459.0,80.0,active,43.0541947,-89.4810928,43.028484,-89.49091,"5752 Tokay Boulevard Madison WI, 53719"
154,PREVEA,PREVEA CLINIC BEHAVIORAL CARE PROGRAM,81,537.0,81.0,active,44.4295064,-88.0223214,44.409664,-88.09825,"3860 MONROE RD DE PERE WI, 54115"
155,PREVEA,PREVEA MAIN,81,36438.0,81.0,active,44.4868541,-87.9318717,44.519512,-87.90283,"3021 Voyager Drive Green Bay WI, 54311"
156,UNITED CEREBRAL PALSY OF GREATER DANE COUNTY,UNITED CEREBRAL PALSY OF GREATER DANE COUNTY,82,7102.0,82.0,active,43.0324931,-89.4142841,43.03725,-89.38687,"2801 Coho Street Suite 100 Madison WI, 53713"
157,UNITED CEREBRAL PALSY OF GREATER DANE COUNTY,UNITED CEREBRAL PALSY - JANESVILLE,82,37862.0,82.0,active,42.6818411,-89.02637,42.694546,-89.131905,"200 West Milwaukee Street Janesville WI, 53548"
158,PRODUCTIVE LIVING SYSTEMS,PRODUCTIVE LIVING SYSTEMS,83,538.0,83.0,active,44.2639805,-88.4381925,44.26398,-88.490105,"300 NORTH WOODS EDGE DRIVE Suite 103 APPLETON WI, 54914"
159,ZZZINACTIVE - SAINT PAUL LUTHERAN CHURCH  - MADISON,ZZZINACTIVE - SAINT PAUL LUTHERAN CHURCH,84,6122.0,84.0,active,43.12181022,-89.36378986,43.12822,-89.384636,"2126 North Sherman Avenue Madison WI, 53704"
160,ZZZINACTIVE - AURORA SAINT LUKE'S MEDICAL CENTER,AURORA SAINT LUKE'S MEDICAL CENTER,85,1946.0,85.0,active,42.98863003,-87.9506973,43.00359,-87.94333,"2900 W Oklahoma Ave Milwaukee WI, 53215"
161,"PROFESSIONAL GUARDIANSHIPS, INC","PROFESSIONAL GUARDIANSHIPS, INC",86,539.0,86.0,active,44.5098421,-88.0056151,44.483376,-88.02269,"120 SOUTH WEBSTER AVENUE GREEN BAY WI, 54301"
162,ZZZINACTIVE - WISCONSIN JOB SERVICE - SAUK COUNTY,WISCONSIN JOB SERVICE - SAUK AND COLUMBIA COUNTY,87,8378.0,87.0,active,43.46997618,-89.74436156,43.465286,-89.75877,"505 Broadway St Baraboo WI, 53913"
163,ZZZINACTIVE - SICKLE CELL DISEASE ASSOCIATION OF AMERICA,ZZZINACTIVE - SICKLE CELL DISEASE ASSOCIATION OF AMERICA,88,1714.0,88.0,active,39.26093103,-76.6710011,39.24116,-76.67184,"3700 Koppers Street Suite 570 Baltimore MD, 21227"
164,BUDGET BICYCLE CENTER,BUDGET BICYCLE CENTER,89,7641.0,89.0,active,43.0680857,-89.4021534,43.061916,-89.39748,"930 REGENT STREET MADISON WI, 53715"
165,ZZZINACTIVE - COVERING WISCONSIN,ZZZINACTIVE - VERONA PUBLIC LIBRARY,90,5567.0,90.0,active,44.73659241,-90.29233695,42.994873,-89.56774,"500 Silent Street Verona WI, 53593"
166,ZZZINACTIVE - COVERING WISCONSIN,ZZZINACTIVE - DANE COUNTY JOB CENTER,90,6123.0,90.0,active,43.11412493,-89.36083159,43.12822,-89.384636,"1819 Aberg Avenue Madison WI, 53704"
167,ZZZINACTIVE - COVERING WISCONSIN,ZZZINACTIVE - PUBLIC HEALTH--EAST,90,6125.0,90.0,active,43.10219216,-89.34638572,43.12822,-89.384636,"2707 East Washington Avenue Madison WI, 53704"
168,ZZZINACTIVE - COVERING WISCONSIN,ZZZINACTIVE - HAWTHORNE PUBLIC LIBRARY,90,6126.0,90.0,active,43.10219216,-89.34638572,43.12822,-89.384636,"2707 East Washington Avenue Madison WI, 53704"
169,ZZZINACTIVE - COVERING WISCONSIN,COVERING WISCONSIN,90,6668.0,90.0,active,43.07521966,-89.4109042,43.074764,-89.41122,"1300 Linden Drive Room 1103 MADISON WI, 53706"
170,ZZZINACTIVE - COVERING WISCONSIN,ZZZINACTIVE - MEADOWRIDGE PUBLIC LIBRARY,90,6748.0,90.0,active,43.03197842,-89.4775761,43.020435,-89.412674,"5726 Raymond Road Madison WI, 53711"
171,ZZZINACTIVE - COVERING WISCONSIN,ZZZINACTIVE - CENTRO HISPANO,90,10982.0,90.0,active,43.0389393,-89.3953534,,,810 West Badger Road 
172,PULASKI COMMUNITY PANTRY,PULASKI COMMUNITY PANTRY,91,540.0,91.0,active,44.674141,-88.252043,44.673923,-88.28322,"234 W TOWN RD PULASKI WI, 54162"
173,DANE COUNTY HOUSING AUTHORITY,DANE COUNTY HOUSING AUTHORITY - MONONA,92,7104.0,92.0,active,43.0456968,-89.3477153,43.03725,-89.38687,"6000 Gisholt Drive Suite 203 Monona WI, 53713"
174,ZZZINACTIVE - FOOD ALLERGY ASSOCIATION OF WISCONSIN,FOOD ALLERGY ASSOCIATION OF WISCONSIN,93,6129.0,93.0,active,43.08082581,-89.39213926,43.12822,-89.384636," Madison WI, 53704"
175,ZZZ REBEKAH HAVEN,ZZZ REBEKAH HAVEN,94,541.0,94.0,active,44.49688465,-88.01719886,44.483376,-88.02269,"826 Grignon Street Green Bay WI, 54301"
176,ZZZINACTIVE - DOULAS OF SOUTH CENTRAL WISCONSIN,DOULAS OF SOUTH CENTRAL WISCONSIN,95,7992.0,95.0,active,43.08082581,-89.39213926,43.028484,-89.49091," Madison WI, 53719"
177,EMPLOYMENT RESOURCES,EMPLOYMENT RESOURCES,96,6131.0,96.0,active,43.1263067,-89.3488532,43.12822,-89.384636,"2701 International Lane Suite 210 Madison WI, 53704"
178,REBUILDING TOGETHER OF GREATER GREEN BAY,REBUILDING TOGETHER BROWN COUNTY,97,542.0,97.0,active,44.52074525,-87.98543188,44.5195,-88.0199,"PO Box 702 Green Bay WI, 54305"
179,STOUGHTON AREA SCHOOL DISTRICT,STOUGHTON AREA SCHOOL DISTRICT,98,5239.0,98.0,active,42.918814,-89.2174651,42.93215,-89.20577,"320 North Street Stoughton WI, 53589"
180,REM WISCONSIN,REM WISCONSIN,99,543.0,99.0,active,44.7759069,-88.048284,44.78612,-88.06642,"2839 EAST FRONTAGE ROAD PO BOX 139 ABRAMS WI, 54101"
181,OLBRICH BOTANICAL GARDENS,OLBRICH BOTANICAL GARDENS,100,6133.0,100.0,active,43.0927389,-89.335517,43.12822,-89.384636,"3330 Atwood Avenue Madison WI, 53704"
182,ZZZINACTIVE - INDEPENDENT LIVING RESOURCES,ZZZINACTIVE - INDEPENDENT LIVING RESOURCES - RICHLAND CENTER,101,5118.0,101.0,active,43.33635356,-90.38475993,43.37154,-90.42982,"149 East Mill Street Richland Center WI, 53581"
183,ZZZINACTIVE - INDEPENDENT LIVING RESOURCES,ZZZINACTIVE - INDEPENDENT LIVING RESOURCES - LA CROSSE,101,9241.0,101.0,active,43.76954679,-91.21374581,43.795456,-91.15379,"4439 Mormon Coulee Road La Crosse WI, 54601"
184,DIVISION OF VOCATIONAL REHABILITATION - DANE COUNTY,DIVISION OF VOCATIONAL REHABILITATION - DANE COUNTY,102,6135.0,102.0,active,43.1134918,-89.3612605,43.12822,-89.384636,"1801 Aberg Avenue Dane County Job Center Madison WI, 53704"
185,RENNES HEALTH & REHAB CENTER,RENNES HEALTH AND REHABILITATION CENTER,103,544.0,103.0,active,44.4488692,-88.0860306,44.409664,-88.09825,"200 SOUTH 9TH STREET DE PERE WI, 54115"
186,RENNES HEALTH & REHAB CENTER,RESIDENCE BY RENNES,103,35331.0,103.0,active,44.4482508,-88.088434,44.409664,-88.09825,"1150 LOIS STREET DE PERE WI, 54115"
187,WISCONSIN JOB SERVICE - DANE COUNTY,WISCONSIN JOB SERVICE - DANE COUNTY,104,6136.0,104.0,active,43.1134374,-89.3610296,43.12822,-89.384636,"1819 Aberg Avenue Suite C Madison WI, 53704"
188,ZZZ RESPITE CARE,ZZZ RESPITE CARE,105,545.0,105.0,active,44.57295053,-88.08393615,44.573605,-88.11151,"2570 Woodale Avenue Green Bay WI, 54313"
189,ZZZ INACTIVE - ENERGY SERVICES,ZZZ INACTIVE - ENERGY SERVICES INC - ROCK COUNTY,106,2155.0,106.0,active,42.5209528,-89.0319599,42.558544,-89.098595,"600 Henry Avenue Suite 25A Beloit WI, 53511"
190,ZZZ INACTIVE - ENERGY SERVICES,ZZZ INACTIVE - ENERGY SERVICES INC - DANE COUNTY,106,7643.0,106.0,active,43.0533748,-89.3955318,43.061916,-89.39748,"1225 South Park Street Madison WI, 53715"
191,ZZZ INACTIVE - ENERGY SERVICES,ZZZ INACTIVE - ENERGY SERVICES INC - COLUMBIA COUNTY,106,8174.0,106.0,active,43.5388197,-89.4628808,43.54608,-89.46757,"242 West Cook Street Portage WI, 53901"
192,ZZZ INACTIVE - ENERGY SERVICES,ZZZ INACTIVE - ENERGY SERVICES INC - SAUK COUNTY,106,8381.0,106.0,active,43.4760477,-89.758512,43.465286,-89.75877,"916 8th Avenue Baraboo WI, 53913"
193,ZZZ INACTIVE - ENERGY SERVICES,ZZZ INACTIVE - ENERGY SERVICES INC - GREEN COUNTY,106,36283.0,106.0,active,42.6038233,-89.6471172,42.61051,-89.629395,"749 10th Avenue Court Monroe WI, 53566"
194,ZZZINACTIVE RIVERSIDE PSYCHIATRIC GROUP,ZZZ_ INACTIVE RIVERSIDE PSYCHIATRIC GROUP,107,546.0,107.0,active,44.43208223,-88.0108483,44.409664,-88.09825,"1325 Angels Path De Pere WI, 54115"
195,URBAN LEAGUE OF GREATER MADISON,ZZZINACTIVE GORDON DINING AND EVENT CENTER,108,6670.0,108.0,active,43.0710576,-89.3985994,43.061916,-89.39748,"770 West Dayton Street Madison WI, 53715"
196,URBAN LEAGUE OF GREATER MADISON,URBAN LEAGUE OF GREATER MADISON - SOUTH PARK STREET,108,7110.0,108.0,active,43.0414961,-89.3944589,43.03725,-89.38687,"2222 South Park Street Suite 200 Madison WI, 53713"
197,URBAN LEAGUE OF GREATER MADISON,URBAN LEAGUE OF GREATER MADISON - SOUTHWEST MADISON EMPLOYMENT CENTER,108,34996.0,108.0,active,43.0396265,-89.5037881,43.028484,-89.49091,"1233 McKenna Boulevard Madison WI, 53719"
198,THE SALVATION ARMY OF GREATER GREEN BAY,THE SALVATION ARMY,109,547.0,109.0,active,44.5264236,-88.0246285,44.542973,-88.05582,"626 UNION CT GREEN BAY WI, 54303"
199,THE SALVATION ARMY OF GREATER GREEN BAY,ZZZTHE SALVATION ARMY THRIFT STORE,109,548.0,109.0,active,44.516507,-88.0451236,44.489906,-88.06991,"1125 W MASON ST GREEN BAY WI, 54304"
200,THE SALVATION ARMY OF GREATER GREEN BAY,KROC CENTER,109,559.0,109.0,active,44.479194,-87.9813116,44.519512,-87.90283,"1315 LIME KILN RD GREEN BAY WI, 54311"
201,STOUGHTON FIRE DEPARTMENT,STOUGHTON FIRE DEPARTMENT,110,5241.0,110.0,active,42.91830176,-89.21355852,42.93215,-89.20577,"401 East Main Street Stoughton WI, 53589"
202,ZZZ INACTIVE MAPLE RIDGE REHABILITATION & CARE CENTER (BY MGM HEALTHCARE),ZZZ INACTIVE MAPLE RIDGE REHABILITATION & CARE CENTER (BY MGM HEALTHCARE),111,561.0,111.0,active,44.49006454,-88.06792496,44.489906,-88.06991,"2305 San Luis Place Green Bay WI, 54304"
203,ZZZ INACTIVE SANTA MARIA NURSING HOME,ZZZ INACTIVE SANTA MARIA NURSING HOME,112,562.0,112.0,active,44.50585449,-88.00631162,44.483376,-88.02269,"430 South Clay Green Bay WI, 54301"
204,ZZZINACTIVE - COUPLE TO COUPLE LEAGUE - MADISON,ZZZINACTIVE - COUPLE TO COUPLE LEAGUE - MADISON,113,1772.0,113.0,active,39.09453448,-84.61434804,39.110004,-84.607445,"4290 Delhi Ave Cincinnati OH, 45238"
205,ZZZINACTIVE - ENDOMETRIOSIS ASSOCIATION - INTERNATIONAL HEADQUARTERS,ENDOMETRIOSIS ASSOCIATION - INTERNATIONAL HEADQUARTERS,114,1954.0,114.0,active,43.17527907,-88.00453404,43.163246,-87.994064,"8585 North 76th Place Milwaukee WI, 53223"
206,zzinactive_SENIOR HOMES,zzinactive_SENIOR HOMES,115,563.0,115.0,active,44.66380312,-88.24311732,44.673923,-88.28322,"121-141 West Glenbrook Pulaski WI, 54162"
207,GREEN COUNTY SHERIFF'S DEPARTMENT,GREEN COUNTY SHERIFF'S DEPARTMENT,116,4662.0,116.0,active,42.6070785,-89.623914,42.61051,-89.629395,"2827 6TH STREET MONROE WI, 53566"
208,SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICES CENTER,SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICES CENTER,117,564.0,117.0,active,44.528507,-88.05274,44.542973,-88.05582,"1414 SHAWANO AVE GREEN BAY WI, 54303"
209,IOWA COUNTY SHERIFF'S OFFICE,IOWA COUNTY SHERIFF'S OFFICE,118,2943.0,118.0,active,42.97272166,-90.13273861,42.994812,-90.14835,"1205 North Bequette Street Dodgeville WI, 53533"
210,SAUK COUNTY SHERIFF'S DEPARTMENT,SAUK COUNTY SHERIFF'S DEPARTMENT,119,8382.0,119.0,active,43.46119012,-89.76500458,43.465286,-89.75877,"1300 Lange Ct Baraboo WI, 53913"
211,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - FORT ATKINSON,120,3273.0,120.0,active,42.9419525,-88.8607217,42.919647,-88.82936,"1530 Madison Avenue Fort Atkinson WI, 53538"
212,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - MIDDLETON,120,4413.0,120.0,active,43.1046647,-89.4888364,43.114822,-89.521324,"6280 Century Avenue Suite 105 Middleton WI, 53562"
213,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - RICHLAND CENTER,120,5120.0,120.0,active,43.3141142,-90.3459578,43.37154,-90.42982,"2496 U.S. 14 Richland Center WI, 53581"
214,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - SUN PRAIRIE,120,5363.0,120.0,active,43.1743046,-89.2491698,43.194622,-89.20792,"2111 McCoy Road Sun Prairie WI, 53590"
215,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,ZZZINACTIVE - GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - MADISON,120,5798.0,120.0,active,43.07479796,-89.39670834,43.0707,-89.37565,"651 State Street Madison WI, 53703"
216,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - EAST SPRINGS DRIVE,120,6138.0,120.0,active,43.1271854,-89.2925149,43.12822,-89.384636,"2127 East Springs Drive Madison WI, 53704"
217,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - VERONA ROAD,120,6752.0,120.0,active,43.0372917,-89.4524926,43.020435,-89.412674,"4350 Verona Road Madison WI, 53711"
218,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - MONONA,120,7113.0,120.0,active,43.0417278,-89.3534457,43.03725,-89.38687,"2501 Royal Avenue Monona WI, 53713"
219,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - MENDOTA STREET,120,7562.0,120.0,active,43.1165109,-89.3168975,43.10124,-89.312614,"1302 Mendota Street Madison WI, 53714"
220,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - FITCHBURG,120,7994.0,120.0,active,43.0150493,-89.4801987,43.028484,-89.49091,"6291 McKee Road Fitchburg WI, 53719"
221,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - PLATTEVILLE,120,8166.0,120.0,active,42.7360322,-90.4345408,42.7422,-90.49278,"2001 Progressive Parkway Platteville WI, 53818"
222,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN,GOODWILL INDUSTRIES OF SOUTH CENTRAL WISCONSIN - PORTAGE,120,8175.0,120.0,active,43.5683756,-89.473156,43.54608,-89.46757,"2902 American Legion Drive Portage WI, 53901"
223,AMERICAN LEGION LOAN CLOSET,AMERICAN LEGION LOAN CLOSET,121,565.0,121.0,active,44.52319792,-87.98692421,44.505505,-87.96799,"1708 North Irwin Avenue Green Bay WI, 54302"
224,"SOCIAL SECURITY ADMINISTRATION- BROWN, DOOR & KEWAUNEE COUNTIES","SOCIAL SECURITY ADMINISTRATION- BROWN, DOOR & KEWAUNEE COUNTIES",122,566.0,122.0,active,44.5320435,-88.0579304,44.542973,-88.05582,"1561 DOUSMAN STREET GREEN BAY WI, 54303"
225,STOUGHTON POLICE DEPARTMENT,STOUGHTON POLICE DEPARTMENT,123,5245.0,123.0,active,42.54700014,-88.17088658,42.93215,-89.20577,"321 South Fourth Street Stoughton WI, 53589"
226,IOWA COUNTY SOCIAL SERVICES,IOWA COUNTY SOCIAL SERVICES,124,2945.0,124.0,active,42.961573,-90.1339598,42.994812,-90.14835,"303 West Chapel Street Suite 2300 Dodgeville WI, 53533"
227,ZZZ SPINAL CORD INJURY INFORMATION NETWORK,ZZZ SPINAL CORD INJURY INFORMATION NETWORK,125,567.0,125.0,active,33.52757742,-86.79867115,33.50826,-86.804535,"529 Spain Rehabilitation Center 1717 6th Avenue South Birmingham AL, 35233"
228,LAFAYETTE COUNTY HUMAN SERVICES,LAFAYETTE COUNTY HUMAN SERVICES,126,2767.0,126.0,active,42.6599441,-90.12655,42.70468,-90.1322,"15701 County Road K Suite 3 Darlington WI, 53530"
229,LAFAYETTE COUNTY HUMAN SERVICES,FORWARD SERVICE CORPORATION - DARLINGTON,126,33014.0,126.0,active,42.6825704,-90.117404,42.70468,-90.1322,"627 Main Street Room 627 Darlington WI, 53530"
230,LAFAYETTE COUNTY HUMAN SERVICES,ZZZ INACTIVE - AMES MULTI-PURPOSE BUILDING,126,36516.0,126.0,active,42.6676758,-90.1170697,42.70468,-90.1322,"11974 Ames Road Darlington WI, 53530"
231,ZZZSS EDWARD AND ISIDORE,ZZZSS EDWARD AND ISIDORE,127,568.0,127.0,active,44.64015092,-88.12059173,44.573605,-88.11151,"3667 Flintville Road Green Bay WI, 54313"
232,ZZZ ST BERNARD CATHOLIC CHURCH,ZZZ ST BERNARD CONGREGATION CLOSED AS OF 03/23/2020 UNTIL FURTHER NOTICE,128,569.0,128.0,active,44.4941128,-87.9716613,44.505505,-87.96799,"2040 HILLSIDE LN GREEN BAY WI, 54302"
233,STOCKED SHELVES,ST JOHN LUTHERAN CHURCH/STOCKED SHELVES,129,573.0,129.0,active,44.4870286,-88.1031079,44.573605,-88.11151,"2700 BABCOCK RD GREEN BAY WI, 54313"
234,COLUMBIA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,COLUMBIA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,130,8180.0,130.0,active,43.5388825,-89.4569335,43.54608,-89.46757,"111 East Mullett Street Portage WI, 53901"
235,COLUMBIA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,FORWARD SERVICE CORPORATION - PORTAGE,130,33010.0,130.0,active,43.5676259,-89.4718176,43.54608,-89.46757,"2875 Village Road Portage WI, 53901"
236,GREEN COUNTY HUMAN SERVICES,GREEN COUNTY HUMAN SERVICES,131,4664.0,131.0,active,42.6229421,-89.6567107,42.61051,-89.629395,"N3152 Wisconsin 81 Monroe WI, 53566"
237,GREEN COUNTY HUMAN SERVICES,FORWARD SERVICE CORPORATION - MONROE,131,33015.0,131.0,active,42.6023821,-89.6389186,42.61051,-89.629395,"1625 10th Street Monroe WI, 53566"
238,QUAD PARISHES OF GREEN BAY- NEW HOPE GRIEF GROUP,QUAD PARISHES OF GREEN BAY- ANNUNCIATION SITE,132,574.0,132.0,active,44.5266694,-88.0362063,44.542973,-88.05582,"1087 KELLOGG ST  GREEN BAY WI, 54303"
239,SAUK COUNTY HUMAN SERVICES,SAUK COUNTY HUMAN SERVICES - BARABOO,133,8384.0,133.0,active,43.4702902,-89.7446702,43.465286,-89.75877,"505 Broadway Street Fourth Floor Baraboo WI, 53913"
240,SAUK COUNTY HUMAN SERVICES,SAUK COUNTY HUMAN SERVICES - REEDSBURG,133,8896.0,133.0,active,43.5381986,-90.0049181,43.541794,-89.9703,"425 6th Street Reedsburg WI, 53959"
241,ZZZ HSHS ST. MARY'S HOSPITAL MEDICAL CENTER,ZZZ HSHS ST. MARY'S HOSPITAL MEDICAL CENTER,134,575.0,134.0,active,44.53245905,-88.06696625,44.542973,-88.05582,"1726 Shawano Avenue Green Bay WI, 54303"
242,ZZZ HSHS ST. MARY'S HOSPITAL MEDICAL CENTER,ZZZ INDEPENDENT ADULT WELLNESS CENTER,134,576.0,134.0,active,44.53191296,-88.0659648,44.542973,-88.05582,"1727 Shawano Avenue Green Bay WI, 54303"
243,ZZZ HSHS ST. MARY'S HOSPITAL MEDICAL CENTER,ZZZ PHYSICIAN REFERRAL,134,577.0,134.0,active,44.53245905,-88.06696625,44.542973,-88.05582,"1726 Shawano Avenue Green Bay WI, 54303"
244,ZZZINACTIVE - DANE COUNTY FARM SERVICE AGENCY,ZZZINACTIVE - DANE COUNTY FARM SERVICE AGENCY,135,7928.0,135.0,active,43.05636926,-89.29002671,43.10802,-89.26928,"1 Fen Oak Ct Ste 226 Madison WI, 53718"
245,HOPE CENTER PANTRY,HOPE OUTREACH CENTER,136,578.0,136.0,active,44.5113089,-88.0265639,44.542973,-88.05582,"505 CLINTON ST GREEN BAY WI, 54303"
246,HOPE HAVEN - 5DOOR RECOVERY,5 DOOR RECOVERY,137,6140.0,137.0,active,43.0542441,-89.39581,43.061916,-89.39748,"810 West Olin Avenue Madison WI, 53715"
247,HOPE HAVEN - 5DOOR RECOVERY,ZZZINACTIVE - HOPE HAVEN - REBOS UNITED,137,6142.0,137.0,active,43.13108281,-89.40412219,43.12822,-89.384636,"3602 Memorial Drive Madison WI, 53704"
248,HOPE HAVEN - 5DOOR RECOVERY,ZZZINACTIVE - HOPE HAVEN - CHRIS FARLEY HOUSE,137,7644.0,137.0,active,43.05412462,-89.39536621,43.061916,-89.39748,"810 West Olin Avenue Madison WI, 53715"
249,zzinactive_ST PHILIP CATHOLIC CHURCH--HISPANIC MASS,zzinactive_ST PHILIP CATHOLIC CHURCH--HISPANIC MASS,138,579.0,138.0,active,44.49910393,-87.98264543,44.505505,-87.96799,"312 Victoria Street Green Bay WI, 54302"
