title,link,date_parsed
321.6 million acres of crops are experiencing drought in the U.S.,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmFncmljdWx0dXJlLmNvbS93ZWF0aGVyL25ld3MvMzIxNi1taWxsaW9uLWFjcmVzLW9mLWNyb3BzLWFyZS1leHBlcmllbmNpbmctZHJvdWdodC1pbi10aGUtdXPSAQA?hl=en-US&gl=US&ceid=US%3Aen,10-6-2022
Drought conditions expand in southeast Wisconsin,news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3LmNiczU4LmNvbS9uZXdzL2Ryb3VnaHQtY29uZGl0aW9ucy1leHBhbmQtaW4tc291dGhlYXN0LXdpc2NvbnNpbtIBAA?hl=en-US&gl=US&ceid=US%3Aen,4-29-2021
Corn Belt sees 'rapid onset of drought',news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LmFncmljdWx0dXJlLmNvbS9uZXdzL2J1c2luZXNzL2Nvcm4tYmVsdC1zZWVzLXJhcGlkLW9uc2V0LW9mLWRyb3VnaHTSAQA?hl=en-US&gl=US&ceid=US%3Aen,7-8-2022
Drought worries in Wisconsin,news.google.com/./articles/CBMiYWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMS8wNS8wMi93aXNjb25zaW4td2VhdGhlci1ibG9nLWRyb3VnaHQtY29uY2VybnPSAQA?hl=en-US&gl=US&ceid=US%3Aen,5-3-2021
"Drought Monitor Weekly: Ample Rains Over Midwest, Southeast",news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmFnZmF4LmNvbS8yMDIyLzA3LzE2L2Ryb3VnaHQtbW9uaXRvci13ZWVrbHktYW1wbGUtcmFpbnMtb3Zlci1taWR3ZXN0LXNvdXRoZWFzdC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,7-16-2022
"Big Ten football Week 10 recap: All final scores, updated standings",news.google.com/./articles/CBMihwFodHRwczovL25pdHRhbnlsaW9uc3dpcmUudXNhdG9kYXkuY29tL2xpc3RzL2JpZy10ZW4td2Vlay0xMC1yZXdpbmQtaWxsaW5pLXVwc2V0LW9wZW5zLWRvb3ItaW4tYjFnLXdlc3QtYnVja2V5ZXMtYW5kLXdvbHZlcmluZXMtcHJldmFpbC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,11-5-2022
"Dryness intensifies in Missouri, Illinois, and Wisconsin, Drought Monitor shows",news.google.com/./articles/CBMic2h0dHBzOi8vd3d3LmFncmljdWx0dXJlLmNvbS9uZXdzL2Nyb3BzL2RyeW5lc3MtaW50ZW5zaWZpZXMtaW4tbWlzc291cmktaWxsaW5vaXMtYW5kLXdpc2NvbnNpbi1kcm91Z2h0LW1vbml0b3Itc2hvd3PSAQA?hl=en-US&gl=US&ceid=US%3Aen,9-23-2021
Wisconsin weather: Severe storms possible; rain brings drought relief,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3Rvcnkvd2VhdGhlci8yMDIxLzA2LzI0L3dpc2NvbnNpbi13ZWF0aGVyLXNldmVyZS1zdG9ybXMtcG9zc2libGUtcmFpbi1icmluZ3MtZHJvdWdodC1yZWxpZWYvNTMzMjg2NTAwMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,6-24-2021
Forecast for Upper Peninsula favors a warmer and dry autumn season,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5pcm9ubW91bnRhaW5kYWlseW5ld3MuY29tL25ld3MvbG9jYWwtbmV3cy8yMDIyLzA4L2ZvcmVjYXN0LWZvci11cHBlci1wZW5pbnN1bGEtZmF2b3JzLWEtd2FybWVyLWFuZC1kcnktYXV0dW1uLXNlYXNvbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,8-8-2022
"California and National Drought Summary for July 26, 2022, 10 Day Weather Outlook, and California Drought Statistics – 60% of California in Extreme Drought",news.google.com/./articles/CBMi3AFodHRwczovL2dvbGRydXNoY2FtLmNvbS9zaWVycmFzdW50aW1lcy9pbmRleC5waHAvbmV3cy9sb2NhbC1uZXdzLzM5ODMxLWNhbGlmb3JuaWEtYW5kLW5hdGlvbmFsLWRyb3VnaHQtc3VtbWFyeS1mb3ItanVseS0yNi0yMDIyLTEwLWRheS13ZWF0aGVyLW91dGxvb2stYW5kLWNhbGlmb3JuaWEtZHJvdWdodC1zdGF0aXN0aWNzLTYwLW9mLWNhbGlmb3JuaWEtaW4tZXh0cmVtZS1kcm91Z2h00gEA?hl=en-US&gl=US&ceid=US%3Aen,7-28-2022
"U.S. Winter Outlook: Warmer, drier South with ongoing La Nina",news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3Lm5vYWEuZ292L25ld3MtcmVsZWFzZS91cy13aW50ZXItb3V0bG9vay13YXJtZXItZHJpZXItc291dGgtd2l0aC1vbmdvaW5nLWxhLW5pbmHSAQA?hl=en-US&gl=US&ceid=US%3Aen,10-20-2022
"Despite ideal growing year, some areas of drought identified in WI",news.google.com/./articles/CBMid2h0dHBzOi8vd3d3Lndpc2Zhcm1lci5jb20vc3RvcnkvbmV3cy8yMDIwLzA4LzI1L2Rlc3BpdGUtaWRlYWwtZ3Jvd2luZy15ZWFyLXNvbWUtYXJlYXMtZHJvdWdodC1pZGVudGlmaWVkLXdpLzM0MzUzNjkwMDEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,8-25-2020
"NOAA Seasonal Drought Outlook – August, September, October",news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3LmFnZmF4LmNvbS8yMDIyLzA3LzIzL25vYWEtc2Vhc29uYWwtZHJvdWdodC1vdXRsb29rLWF1Z3VzdC1zZXB0ZW1iZXItb2N0b2Jlci_SAQA?hl=en-US&gl=US&ceid=US%3Aen,7-23-2022
Drought conditions uncover 113-million-year-old dinosaur tracks,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMDgvMjMvZHJvdWdodC1jb25kaXRpb25zLXVuY292ZXItMTEzLW1pbGxpb24teWVhci1vbGQtZGlub3NhdXItdHJhY2tzL9IBb2h0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMDgvMjMvZHJvdWdodC1jb25kaXRpb25zLXVuY292ZXItMTEzLW1pbGxpb24teWVhci1vbGQtZGlub3NhdXItdHJhY2tzLz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,8-23-2022
"Drought Monitor Weekly: Heavy Rains Across The Great Plains, Southeast",news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LmFnZmF4LmNvbS8yMDIyLzAzLzI1L2Ryb3VnaHQtbW9uaXRvci13ZWVrbHktaGVhdnktcmFpbnMtYWNyb3NzLXRoZS1ncmVhdC1wbGFpbnMtc291dGhlYXN0L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,3-25-2022
"Drought around the world, August 2022, in dramatic images",news.google.com/./articles/CBMiUGh0dHBzOi8vZWFydGhza3kub3JnL2VhcnRoL2Ryb3VnaHQtYXJvdW5kLXdvcmxkLTIwMjItcmV2ZWFsaW5nLWhpZGRlbi1hcnRpZmFjdHMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,8-26-2022
Severe weather threat returns to Wisconsin on Thursday,news.google.com/./articles/CBMiZWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8xMS8wOS9zZXZlcmUtdGhyZWF0LXJldHVybnMtdGh1cnNkYXktaW4td2lzY29uc2lu0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-10-2022
"Storm moves in across Wisconsin with potential for strong winds, heavy rain, even a tornado",news.google.com/./articles/CBMisQFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDIyLzExLzA0L3dpc2NvbnNpbi1zdG9ybS1tb3Zlcy1pbi1wb3RlbnRpYWwtZm9yLXN0cm9uZy13aW5kcy1oZWF2eS1yYWluLW1pbHdhdWtlZS1ncmVlbi1iYXktYXBwbGV0b24tb3Noa29zaC82OTYxOTAzNzAwNy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,11-4-2022
How's the weather? Ask The Weather Guys,news.google.com/./articles/CBMiPGh0dHBzOi8vbmV3cy53aXNjLmVkdS9ob3dzLXRoZS13ZWF0aGVyLWFzay10aGUtd2VhdGhlci1ndXlzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-22-2022
2022 in Review: Wisconsin's Weather Year in 12 Photos,news.google.com/./articles/CBMiV2h0dHBzOi8vdXBub3J0aG5ld3N3aS5jb20vMjAyMi8xMS8yMi9iZXN0LW9mLTIwMjItd2lzY29uc2lucy13ZWF0aGVyLXllYXItaW4tMTItcGhvdG9zL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-22-2022
"Triple threat Thursday: Tropical storm, severe weather and blizzard to impact the US",news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy90aHVyc2RheS1odXJyaWNhbmUtc2V2ZXJlLXdlYXRoZXItd2ludGVyLXN0b3JtLXNub3fSAV9odHRwczovL3d3dy5mb3h3ZWF0aGVyLmNvbS93ZWF0aGVyLW5ld3MvdGh1cnNkYXktaHVycmljYW5lLXNldmVyZS13ZWF0aGVyLXdpbnRlci1zdG9ybS1zbm93LmFtcA?hl=en-US&gl=US&ceid=US%3Aen,11-10-2022
"At least 1 dead as tornadoes tear through Oklahoma, Arkansas and northeast Texas",news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8xMS8wNC93ZWF0aGVyL3NldmVyZS1zdG9ybXMtc291dGhlYXN0LXRvcm5hZG9lcy1mcmlkYXkvaW5kZXguaHRtbNIBXmh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjIvMTEvMDQvd2VhdGhlci9zZXZlcmUtc3Rvcm1zLXNvdXRoZWFzdC10b3JuYWRvZXMtZnJpZGF5L2luZGV4Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,11-4-2022
Wisconsin's perfect winters face threats from climate change,news.google.com/./articles/CBMia2h0dHBzOi8vZm94MTFvbmxpbmUuY29tL3dlYXRoZXIvd2VhdGhlci1zdG9yaWVzL3dpc2NvbnNpbnMtcGVyZmVjdC13aW50ZXJzLWZhY2UtdGhyZWF0cy1mcm9tLWNsaW1hdGUtY2hhbmdl0gFvaHR0cHM6Ly9mb3gxMW9ubGluZS5jb20vYW1wL3dlYXRoZXIvd2VhdGhlci1zdG9yaWVzL3dpc2NvbnNpbnMtcGVyZmVjdC13aW50ZXJzLWZhY2UtdGhyZWF0cy1mcm9tLWNsaW1hdGUtY2hhbmdl?hl=en-US&gl=US&ceid=US%3Aen,11-18-2022
Severe weather takes lives in Wisconsin,news.google.com/./articles/CBMiTGh0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tL2JyaWVmL3NldmVyZS13ZWF0aGVyLXRha2VzLWxpdmVzLWluLXdpc2NvbnNpbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,6-17-2022
Sunday storms packed a punch as severe weather hit Wisconsin,news.google.com/./articles/CBMidWh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDkvMjYvc3VuZGF5LXN0b3Jtcy1wYWNrZWQtcHVuY2gtc2V2ZXJlLXdlYXRoZXItaGl0LXdpc2NvbnNpbi84MTE5MzY0MDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,9-26-2022
"Severe storms likely in Milwaukee, Green Bay and Wisconsin on Saturday",news.google.com/./articles/CBMifmh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDcvMjIvc2V2ZXJlLXN0b3Jtcy1saWtlbHktbWlsd2F1a2VlLWdyZWVuLWJheS1hbmQtd2lzY29uc2luLXNhdHVyZGF5LzEwMTI1NzU1MDAyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,7-22-2022
"Persisting Severe Weather Brings Increased Chance of Multiple Tornadoes to Hit Texas, Nearby States",news.google.com/./articles/CBMiigFodHRwczovL3d3dy5uYXR1cmV3b3JsZG5ld3MuY29tL2FydGljbGVzLzU0MDI2LzIwMjIxMTA0L3BlcnNpc3Rpbmctc2V2ZXJlLXdlYXRoZXItYnJpbmdzLWluY3JlYXNlZC1jaGFuY2UtbXVsdGlwbGUtdG9ybmFkb2VzLWhpdC10ZXhhcy5odG3SAY4BaHR0cHM6Ly93d3cubmF0dXJld29ybGRuZXdzLmNvbS9hbXAvYXJ0aWNsZXMvNTQwMjYvMjAyMjExMDQvcGVyc2lzdGluZy1zZXZlcmUtd2VhdGhlci1icmluZ3MtaW5jcmVhc2VkLWNoYW5jZS1tdWx0aXBsZS10b3JuYWRvZXMtaGl0LXRleGFzLmh0bQ?hl=en-US&gl=US&ceid=US%3Aen,11-4-2022
A Major Winter Storm is Forecast to deliver the First Blizzard of the Season and Snow from Canada into the United States this week,news.google.com/./articles/CBMiigFodHRwczovL3d3dy5zZXZlcmUtd2VhdGhlci5ldS9nbG9iYWwtd2VhdGhlci93aW50ZXItc2Vhc29uLTIwMjItMjAyMy1hcmN0aWMtb3V0YnJlYWstYmxpenphcmQtc25vdy1zdG9ybS1mb3JlY2FzdC11bml0ZWQtc3RhdGVzLWNhbmFkYS1tay_SAQA?hl=en-US&gl=US&ceid=US%3Aen,11-8-2022
"A budding hurricane, snow and record heat could impact voters on Tuesday",news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8xMS8wNy93ZWF0aGVyL2VsZWN0aW9uLWRheS13ZWF0aGVyLWZvcmVjYXN0LXd4bi9pbmRleC5odG1s0gFXaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMi8xMS8wNy93ZWF0aGVyL2VsZWN0aW9uLWRheS13ZWF0aGVyLWZvcmVjYXN0LXd4bi9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,11-7-2022
Severe weather hits southeastern Wisconsin,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvc2V2ZXJlLXRodW5kZXJzdG9ybS13YXRjaC1zZS13aXNjb25zaW4tMDcyMzIy0gFRaHR0cHM6Ly93d3cuZm94Nm5vdy5jb20vd2VhdGhlci9zZXZlcmUtdGh1bmRlcnN0b3JtLXdhdGNoLXNlLXdpc2NvbnNpbi0wNzIzMjIuYW1w?hl=en-US&gl=US&ceid=US%3Aen,7-23-2022
October feels lull in severe weather as hurricane season fades,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy9vY3RvYmVyLWZlZWxzLWx1bGwtaW4tc2V2ZXJlLXdlYXRoZXItYXMtaHVycmljYW5lLXNlYXNvbi1mYWRlc9IBamh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy9vY3RvYmVyLWZlZWxzLWx1bGwtaW4tc2V2ZXJlLXdlYXRoZXItYXMtaHVycmljYW5lLXNlYXNvbi1mYWRlcy5hbXA?hl=en-US&gl=US&ceid=US%3Aen,11-4-2022
"Tornadoes, severe storms possible across Wisconsin on Wednesday",news.google.com/./articles/CBMieWh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDYvMTQvdG9ybmFkb2VzLXNldmVyZS1zdG9ybXMtcG9zc2libGUtYWNyb3NzLXdpc2NvbnNpbi13ZWRuZXNkYXkvNzYyMjI1ODAwMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,6-14-2022
Southeast Wisconsin severe weather: 6 tornadoes reported,news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvc291dGhlYXN0LXdpc2NvbnNpbi1zZXZlcmUtd2VhdGhlci10b3JuYWRvZXMtcmVwb3J0ZWTSAVlodHRwczovL3d3dy5mb3g2bm93LmNvbS93ZWF0aGVyL3NvdXRoZWFzdC13aXNjb25zaW4tc2V2ZXJlLXdlYXRoZXItdG9ybmFkb2VzLXJlcG9ydGVkLmFtcA?hl=en-US&gl=US&ceid=US%3Aen,10-12-2022
"Warming up Wednesday, but a strong cold front arrives Thursday in southern Wisconsin",news.google.com/./articles/CBMipgFodHRwczovL3d3dy53aXNjbmV3cy5jb20vd2VhdGhlci93YXJtaW5nLXVwLXdlZG5lc2RheS1idXQtYS1zdHJvbmctY29sZC1mcm9udC1hcnJpdmVzLXRodXJzZGF5LWluLXNvdXRoZXJuLXdpc2NvbnNpbi9hcnRpY2xlX2NmYjQ0ZjZkLWNhYzAtNWVmZi1iZGFjLTkzZWQyZWMwN2RhZC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-9-2022
Severe weather outbreak Wednesday night was a historic one for Wisconsin,news.google.com/./articles/CBMiZWh0dHBzOi8vd3d3LmNoYW5uZWwzMDAwLmNvbS9zZXZlcmUtd2VhdGhlci1vdXRicmVhay13ZWRuZXNkYXktbmlnaHQtd2FzLWEtaGlzdG9yaWMtb25lLWZvci13aXNjb25zaW4v0gEA?hl=en-US&gl=US&ceid=US%3Aen,12-16-2021
Live updates: EF1 tornado reported Wednesday in Outagamie County near Seymour,news.google.com/./articles/CBMigAFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3Rvcnkvd2VhdGhlci8yMDIyLzA2LzE1L3NldmVyZS13ZWF0aGVyLXVwZGF0ZXMtbWlsd2F1a2VlLWdyZWVuLWJheS1hcHBsZXRvbi1vc2hrb3NoLXdhdXNhdS83NjM1NTMzMDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,6-15-2022
WARMER AND UNSETTLED THE NEXT COUPLE DAYS...,news.google.com/./articles/CBMiRGh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMTEvMDkvd2FybWVyLXVuc2V0dGxlZC1uZXh0LWNvdXBsZS1kYXlzLTIv0gFTaHR0cHM6Ly93d3cud2JheS5jb20vMjAyMi8xMS8wOS93YXJtZXItdW5zZXR0bGVkLW5leHQtY291cGxlLWRheXMtMi8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,11-9-2022
Here's what happened today at the U.N.'s COP27 climate negotiations,news.google.com/./articles/CBMiTmh0dHBzOi8vd3d3Lndwci5vcmcvaGVyZXMtd2hhdC1oYXBwZW5lZC10b2RheS11LW4tcy1jb3AyNy1jbGltYXRlLW5lZ290aWF0aW9uc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-7-2022
"How to prepare for severe weather, like the storms that covered the state Wednesday night",news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3Lndwci5vcmcvaG93LXByZXBhcmUtc2V2ZXJlLXdlYXRoZXItc3Rvcm1zLWNvdmVyZWQtc3RhdGUtd2VkbmVzZGF5LW5pZ2h00gEA?hl=en-US&gl=US&ceid=US%3Aen,6-16-2022
"More Than 100,000 Power Outages, Buildings Damaged After Tornado and High Winds in Central Wisconsin",news.google.com/./articles/CBMiRWh0dHBzOi8vd2VhdGhlci5jb20vbmV3cy9uZXdzLzIwMjItMDYtMTUtdG9ybmFkb2VzLXN0b3Jtcy13aW5kLWRhbWFnZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,6-15-2022
Severe weather knocks out power for thousands | Wisconsin Public Radio,news.google.com/./articles/CBMiPWh0dHBzOi8vd3d3Lndwci5vcmcvc2V2ZXJlLXdlYXRoZXIta25vY2tzLW91dC1wb3dlci10aG91c2FuZHPSAQA?hl=en-US&gl=US&ceid=US%3Aen,6-15-2022
"Winter Is Coming, Wisconsin! Are You Prepared For The Cold?",news.google.com/./articles/CBMiOGh0dHBzOi8vOTd4LmNvbS9wcmVwYXJlLXdpbnRlci13aXNjb25zaW4tcmVhZHktZm9yLWNvbGQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-8-2022
"Warming trend continues Monday in southern Wisconsin, but how long will it last?",news.google.com/./articles/CBMipAFodHRwczovL3d3dy5rZW5vc2hhbmV3cy5jb20vd2VhdGhlci93YXJtaW5nLXRyZW5kLWNvbnRpbnVlcy1tb25kYXktaW4tc291dGhlcm4td2lzY29uc2luLWJ1dC1ob3ctbG9uZy13aWxsLWl0LWxhc3QvYXJ0aWNsZV8xYmZlY2Q1MC1iNzk1LTVlMGYtYjQ1OC1mZGFmNjdiNTE3YzEuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,11-21-2022
"Severe Storms, Tornadoes Of June 15, 2022",news.google.com/./articles/CBMiI2h0dHBzOi8vd3d3LndlYXRoZXIuZ292L2FyeC9qdW4xNTIy0gEA?hl=en-US&gl=US&ceid=US%3Aen,6-15-2022
Winter storm wallops northern Plains bringing near record-setting snow to Bismarck,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy9ub3J0aGVybi1wbGFpbnMtZmFjZS1zaWduaWZpY2FudC13aW50ZXItc3Rvcm0taGVhdnktc25vdy1mcmVlemluZy1yYWlu0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-11-2022
May brings mixed reports of severe weather across the state,news.google.com/./articles/CBMiWmh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8wNS8xMC93aXNjb25zaW4tbWF5LXNldmVyZS1oaXN0b3J5LWpkctIBAA?hl=en-US&gl=US&ceid=US%3Aen,5-10-2022
Another chance for severe weather returns Wednesday night,news.google.com/./articles/CBMiYGh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8wNS8xMS9zZXZlcmUtc3Rvcm1zLXBvc3NpYmxlLXdlZG5lc2RheS1uaWdodNIBAA?hl=en-US&gl=US&ceid=US%3Aen,5-11-2022
"Severe Weather Of July 23, 2022",news.google.com/./articles/CBMiI2h0dHBzOi8vd3d3LndlYXRoZXIuZ292L2FyeC9qdWwyMzIy0gEA?hl=en-US&gl=US&ceid=US%3Aen,7-23-2022
Severe Weather Awareness Week: What is the most common severe weather threat in Wisconsin?,news.google.com/./articles/CBMiggFodHRwczovL3d3dy50bWo0LmNvbS93ZWF0aGVyL3dlYXRoZXItYmxvZy9zZXZlcmUtd2VhdGhlci1hd2FyZW5lc3Mtd2Vlay13aGF0LWlzLXRoZS1tb3N0LWNvbW1vbi1zZXZlcmUtd2VhdGhlci10aHJlYXQtaW4td2lzY29uc2lu0gGMAWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvd2VhdGhlci1ibG9nL3NldmVyZS13ZWF0aGVyLWF3YXJlbmVzcy13ZWVrLXdoYXQtaXMtdGhlLW1vc3QtY29tbW9uLXNldmVyZS13ZWF0aGVyLXRocmVhdC1pbi13aXNjb25zaW4_X2FtcD10cnVl?hl=en-US&gl=US&ceid=US%3Aen,4-13-2021
"Severe weather expected in Iowa, parts of Wisconsin Tuesday",news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvc2V2ZXJlLXdlYXRoZXItZXhwZWN0ZWQtaW4taW93YS1wYXJ0cy1vZi13aXNjb25zaW4tdHVlc2RhedIBXmh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvc2V2ZXJlLXdlYXRoZXItZXhwZWN0ZWQtaW4taW93YS1wYXJ0cy1vZi13aXNjb25zaW4tdHVlc2RheS5hbXA?hl=en-US&gl=US&ceid=US%3Aen,4-12-2022
Frigid conditions in southern Wisconsin through the weekend,news.google.com/./articles/CBMiiQFodHRwczovL21hZGlzb24uY29tL3dlYXRoZXIvZnJpZ2lkLWNvbmRpdGlvbnMtaW4tc291dGhlcm4td2lzY29uc2luLXRocm91Z2gtdGhlLXdlZWtlbmQvYXJ0aWNsZV82MmRiMjg0MC02NjkwLTExZWQtODgzOC00NzMwYTNkYzliNTcuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,11-18-2022
Severe weather chances SE Wisconsin: Wednesday breakdown,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvY29tcGxldGUtYnJlYWtkb3duLW9mLW91ci1zZXZlcmUtY2hhbmNlcy10aGlzLWFmdGVybm9vbtIBW2h0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvY29tcGxldGUtYnJlYWtkb3duLW9mLW91ci1zZXZlcmUtY2hhbmNlcy10aGlzLWFmdGVybm9vbi5hbXA?hl=en-US&gl=US&ceid=US%3Aen,4-13-2022
Updates: 7 EF-0 tornadoes touched down in Wisconsin last week,news.google.com/./articles/CBMibWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL25ld3MvMjAyMi8xMC8xMi9zdG9ybXMtcmlwLXRocm91Z2gtd2lzY29uc2luLXdlZG5lc2RheS0tbGVhdmluZy1kYW1hZ2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,10-12-2022
"These are the top 10 Wisconsin weather events that happened in 2021, the National Weather Service says",news.google.com/./articles/CBMiigFodHRwczovL3d3dy50bWo0LmNvbS9uZXdzL2xvY2FsLW5ld3MvdGhlc2UtYXJlLXRoZS10b3AtMTAtd2lzY29uc2luLXdlYXRoZXItZXZlbnRzLXRoYXQtaGFwcGVuZWQtaW4tMjAyMS10aGUtbmF0aW9uYWwtd2VhdGhlci1zZXJ2aWNlLXNheXPSAZQBaHR0cHM6Ly93d3cudG1qNC5jb20vbmV3cy9sb2NhbC1uZXdzL3RoZXNlLWFyZS10aGUtdG9wLTEwLXdpc2NvbnNpbi13ZWF0aGVyLWV2ZW50cy10aGF0LWhhcHBlbmVkLWluLTIwMjEtdGhlLW5hdGlvbmFsLXdlYXRoZXItc2VydmljZS1zYXlzP19hbXA9dHJ1ZQ?hl=en-US&gl=US&ceid=US%3Aen,1-12-2022
"An additional tornado confirmed in Wisconsin from June 15, 2022 severe weather event",news.google.com/./articles/CBMibGh0dHBzOi8vd3d3LndzYXcuY29tLzIwMjIvMDcvMDcvYW4tYWRkaXRpb25hbC10b3JuYWRvLWNvbmZpcm1lZC13aXNjb25zaW4tanVuZS0xNS0yMDIyLXNldmVyZS13ZWF0aGVyLWV2ZW50L9IBe2h0dHBzOi8vd3d3LndzYXcuY29tLzIwMjIvMDcvMDcvYW4tYWRkaXRpb25hbC10b3JuYWRvLWNvbmZpcm1lZC13aXNjb25zaW4tanVuZS0xNS0yMDIyLXNldmVyZS13ZWF0aGVyLWV2ZW50Lz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,7-7-2022
Wisconsin to get first snowfall — Here are safe driving tips,news.google.com/./articles/CBMic2h0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL25ld3MvMjAyMi8xMS8xNC93aXNjb25zaW4tdG8tZ2V0LWZpcnN0LXNub3dmYWxsLS0taGVyZS1hcmUtc2FmZS1kcml2aW5nLXRpcHPSAQA?hl=en-US&gl=US&ceid=US%3Aen,11-14-2022
