Client_Id,Interaction_ClientId,Interaction_Id,Notes,Units,Amount,Site_Id,Agency_Id,Program_Id,Service_id,ShareOptIn,CostPerUnit,Taxonomy_Id,FundingAmount,Taxonomy_Code,Taxonomy_Name,DateOfReferral,Agency_ParentId,SiteSystem_Name,TaxonomyLink_Id,AgencySystem_Name,TaxonomyLink_Code,TaxonomyLink_Name,ProgramSystem_Name,ServiceSystem_Name,DateOfServiceProvided,InteractionReferral_Id,AgencySystem_ParentName,OptionListValue_ReasonUnmet
20731,20731,1403825,None,None,None,37986,22221,None,59876,None,None,407761,None,'BD-1800.2000','Food Pantries',None,22221,'CITY OF FAITH CHURCH',None,'CITY OF FAITH CHURCH',None,None,None,'LAZARUS HOUSE FOOD PANTRY',None,2123498,'CITY OF FAITH CHURCH',None
22466,22466,1403763,None,None,None,28397,16173,None,55081,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 COORDINATED ENTRY TEAM',None,2123364,'IMPACT',None
20964,20964,1403713,None,None,None,37819,16173,None,65177,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,"""IMPACT - ST BEN'S""",None,'IMPACT',None,None,None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS',None,2123257,'IMPACT',None
2693,2693,1403703,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2123236,'GREAT RIVERS 2-1-1',None
2679,2679,1403693,None,None,None,11617,5923,None,26299,None,None,409636,None,'HH-0500.2500-250','GED/High School Equivalency Test Instruction',None,5923,'WESTERN TECHNICAL COLLEGE - LA CROSSE LOCATION',None,'WESTERN TECHNICAL COLLEGE',None,None,None,'GED/HSED INSTRUCTION - LA CROSSE LOCATION',None,2123222,'WESTERN TECHNICAL COLLEGE',None
19840,19840,1403679,None,None,15432,46349,None,None,'Rent Payment Assistance',15432,None,None,None,None,'MAXIMUS',None,None,15476,61863,None,None,'Rent Payment Assistance',15476,31261,'BH-3800.7000 * YK-2000.2100',None,None,'COMMUNITY ADVOCATES'
19840,19840,1403679,None,26909,None,None,407943,'BH-3800.7000',None,'MAXIMUS - CENTURY CITY TOWER','MAXIMUS',None,'EMERGENCY ASSISTANCE (EA) GRANT',2123202,None,None,27055,None,None,407943,'BH-3800.7000',None,'COMMUNITY ADVOCATES - JAMES LOVELL ST','COMMUNITY ADVOCATES','Rent Payment Assistance * Families With Children','HOMELESS PREVENTION AND FINANCIAL ASSISTANCE PROGRAM',2123203,None
37629,37629,1403660,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2123174,'IMPACT',None
37629,37629,1403653,None,None,None,28397,16173,None,49699,None,None,413251,None,'RP-1500.1400-500','Mental Health Crisis Lines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'WAUKESHA COUNTY CRISIS LINE',None,2123158,'IMPACT',None
37629,37629,1403651,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2123156,'IMPACT',None
2843,2843,1403603,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2123091,'GREAT RIVERS 2-1-1',None
2680,2680,1403597,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2123087,'GREAT RIVERS 2-1-1',None
16292,16292,1403593,None,None,None,41157,16232,None,55073,None,None,413247,None,'RP-1500.1400-250','General Crisis Intervention Hotlines',None,16232,'MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION',None,'MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION',None,None,None,'211 USE - MILWAUKEE COUNTY CRISIS',None,2123083,'MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION',None
43663,43663,1403584,None,None,None,28397,16173,None,55081,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 COORDINATED ENTRY TEAM',None,2123069,'IMPACT',None
2679,2679,1403577,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2123060,'GREAT RIVERS 2-1-1',None
2679,2679,1403565,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2123037,'GREAT RIVERS 2-1-1',None
31057,31057,1403519,None,None,None,None,None,None,None,None,None,407759,None,'BD-1800.1500','Commodity Supplemental Food Program',None,None,None,None,None,None,None,None,None,None,2122964,None,<NESTED LIST>
2693,2693,1403476,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2122911,'GREAT RIVERS 2-1-1',None
2680,2680,1403463,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2122885,'GREAT RIVERS 2-1-1',None
2670,2670,1403383,None,None,None,None,None,None,None,None,None,414477,None,'TJ-3200.1600','Directory Assistance',None,None,None,None,None,None,None,None,None,None,2122718,None,None
19973,19973,1403346,None,None,15764,52436,None,None,'Holiday Gifts/Toys',15764,None,None,None,None,'SALVATION ARMY DIVISIONAL HEADQUARTERS',None,None,16189,64416,None,None,'Holiday Gifts/Toys',16189,None,None,None,None,'NORTHCOTT NEIGHBORHOOD HOUSE'
19973,19973,1403346,None,27658,None,None,411591,'PH-2950.3200',None,'SALVATION ARMY DISTRIBUTION CENTER','SALVATION ARMY DIVISIONAL HEADQUARTERS',None,'TOY SHOP',2122648,None,None,28444,None,None,411591,'PH-2950.3200',None,'NORTHCOTT NEIGHBORHOOD HOUSE - 6TH ST','NORTHCOTT NEIGHBORHOOD HOUSE',None,'CHRISTMAS FAMILY DINNER AND TOY GIVEAWAY',2122649,None
33677,33677,1403322,None,None,16817,'TRANSITIONAL SHELTER',None,407882,29157,2122598,1904,'BH-7000.4600-450',None,None,52339,None,None,None,None,'SOCIALSERVE.COM',None,28609,None,'ST VINCENT DE PAUL SOCIETY OF WAUKESHA COUNTY','ST VINCENT DE PAUL SOCIETY OF WAUKESHA COUNTY',None,'Rent Payment Assistance',None
33677,33677,1403322,None,None,'FAMILY PROMISE OF WAUKESHA COUNTY',None,29250,None,'HEBRON HOUSING SERVICES','HEBRON HOUSING SERVICES',None,'Low Income/Subsidized Private Rental Housing',None,None,None,16992,'HOUSING SERVICES',None,407956,None,2122601,16296,'BH-3800.7000',None,None,63041,None,None
33677,33677,1403322,None,407882,None,2122597,16297,'BH-1800.8500-150','BH-1800.8500-150 * YK-2000',None,19559,None,None,None,None,'WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES',None,12770,None,'SOCIALSERVE.COM','SOCIALSERVE.COM',None,'Rent Payment Assistance',None,None,None,15476,'EMERGENCY RENT ASSISTANCE PROGRAM - ERAP (WERA)'
33677,33677,1403322,30054,None,'FAMILY PROMISE OF WAUKESHA COUNTY','FAMILY PROMISE OF WAUKESHA COUNTY',None,'Community Shelters','Community Shelters * Families',None,None,1904,'SUBSIDIZED HOUSING INFORMATION - WISCONSIN',None,407956,None,2122600,2279,'BH-3900.3100',None,None,50240,None,None,None,None,'COMMUNITY ADVOCATES - JAMES LOVELL ST',None
33677,33677,1403322,16817,'BH-1800.8500-150',None,None,50244,None,None,None,None,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD) - HUD OFFICE - WISCONSIN',None,30883,None,'WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES','WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES',None,'Housing Search Assistance',None,None,None,16296,'NEEDY FAMILY FUND',None,407943,None,2122603
33677,33677,1403322,None,'Community Shelters',None,None,None,16297,'JUNO HOUSE',None,407978,None,2122599,16992,'BH-3900.3100',None,None,19762,None,None,None,None,'ST VINCENT DE PAUL SOCIETY OF WAUKESHA COUNTY - WAUKESHA',None,27055,None,'COMMUNITY ADVOCATES','COMMUNITY ADVOCATES'
33677,33677,1403322,52005,None,None,None,None,'HEBRON HOUSING SERVICES - JUNO HOUSE',None,12634,None,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)','UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)',None,'Housing Search Assistance',None,None,None,2279,'HOUSING SEARCH ASSISTANCE - WIHOUSINGSEARCH.ORG',None,407943,None,2122602,15476,'BH-3800.7000',None,None
33654,33654,1403286,None,None,None,'LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN (LSS) - WASHINGTON ST',None,None,15443,407978,15443,None,'SAINT CLARE MANAGEMENT',26937,None,None,None,2122543,None,None,'Low Income/Subsidized Private Rental Housing','MERCY HOUSING',None,None,65177,'BH-0500.3200',None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS'
33654,33654,1403286,None,49262,'BH-7000.4600-450',None,'SENIOR RENTAL HOUSING - MULTIPLE LOCATIONS',None,None,None,'SAINT CLARE MANAGEMENT',None,None,15443,407978,15443,None,'SAINT CLARE MANAGEMENT',38033,None,None,'BH-7000.4600-450 * YF-1800',2122544,None,None,'Housing Related Coordinated Entry','IMPACT',None
33654,33654,1403286,None,None,'Low Income/Subsidized Private Rental Housing','LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN',None,None,46438,'BH-7000.4600-450',None,'RENTAL HOUSING',None,None,None,'SAINT CLARE MANAGEMENT',None,None,16129,407978,16129,'Low Income/Subsidized Private Rental Housing * Developmental Disabilities','MERCY HOUSING',37819,None,None,None,2122545
33654,33654,1403286,28193,None,None,None,2122541,None,None,'Low Income/Subsidized Private Rental Housing','SAINT CLARE MANAGEMENT',None,None,46438,'BH-7000.4600-450',None,'RENTAL HOUSING',None,None,None,'MERCY HOUSING - ASSISI HOMES OF KENOSHA',None,None,16173,121,16173,None,'IMPACT'
33654,33654,1403286,16016,407978,16016,None,'LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN',26937,None,None,None,2122542,None,None,'Low Income/Subsidized Private Rental Housing','SAINT CLARE MANAGEMENT',None,None,65476,'BH-7000.4600-450',27212,'SENIOR RENTAL HOUSING - ASSISI HOMES OF KENOSHA',None,None,None,"""IMPACT - ST BEN'S""",None,None
39232,39232,1403282,None,None,None,35084,21965,None,59200,None,None,411276,None,'NL-6000.2000-220','Food Stamps/SNAP Applications',None,21965,'FEEDING WISCONSIN',None,'FEEDING WISCONSIN',None,None,None,'FOODSHARE HELPLINE',None,2122534,'FEEDING WISCONSIN',None
2882,2882,1403248,None,None,None,19239,11219,None,21204,None,None,413807,None,'TD-1600.3100-550','Mental Health Associations',None,11219,'NAMI WISCONSIN (NATIONAL ALLIANCE ON MENTAL ILLNESS)',None,'NAMI WISCONSIN (NATIONAL ALLIANCE ON MENTAL ILLNESS)',None,None,None,'MENTAL ILLNESS SUPPORT SERVICES AND ADVOCACY',None,2122466,'NAMI WISCONSIN (NATIONAL ALLIANCE ON MENTAL ILLNESS)',None
41454,41454,1403228,None,None,None,None,None,None,'Homeless Motel Vouchers',None,None,None,None,None,None,None,None,15962,49031,None,None,'Aging and Disability Resource Centers',15962,None,None,None,None,'AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY'
41454,41454,1403228,None,None,None,None,407884,'BH-1800.5000',None,None,None,None,None,2122427,<NESTED LIST>,None,28130,None,None,410313,'LH-0350',None,'AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY','AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY',None,'AGING AND DISABILITY SERVICES',2122428,<NESTED LIST>
26768,26768,1403216,None,None,16173,49700,None,None,'Talklines/Warmlines',16173,None,None,None,None,'IMPACT',None,None,16795,51928,None,None,'Homelessness Prevention Programs',16795,None,None,None,None,'COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN'
26768,26768,1403216,None,28397,None,None,413132,'RF-8380',None,'IMPACT - 211','IMPACT',None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',2122402,None,None,30107,None,None,3,'BH-0500.3140',None,'COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN - WAUKESHA COUNTY','COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN',None,'EVICTION PREVENTION',2122403,None
2679,2679,1403201,None,None,None,11930,6214,None,27044,None,None,408150,None,'BT-4500.6500-170','Disability Related Transportation',None,6214,'LA CROSSE MUNICIPAL TRANSIT UTILITY',None,'LA CROSSE MUNICIPAL TRANSIT UTILITY',None,None,None,'LOCAL BUS TRANSIT SERVICES',None,2122376,'LA CROSSE MUNICIPAL TRANSIT UTILITY',None
43663,43663,1403179,None,None,None,37819,16173,None,65177,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,"""IMPACT - ST BEN'S""",None,'IMPACT',None,None,None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS',None,2122348,'IMPACT',None
28466,28466,1403157,None,None,None,28505,16233,None,50074,None,None,408046,None,'BM-3000.0500-700','Refrigerators',None,16233,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,None,None,'CLOTHING/HOUSEHOLD GOODS',None,2122321,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None
29216,29216,1403144,None,None,None,35298,16085,None,49481,None,None,407761,None,'BD-1800.2000','Food Pantries',None,16085,'ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY - RACINE',None,'ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY',None,None,None,'FOOD PANTRY',None,2122305,'ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY',None
2841,2841,1403068,None,None,None,7489,754,None,16319,None,None,413251,None,'RP-1500.1400-500','Mental Health Crisis Lines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'TELEPHONE CRISIS SERVICES',None,2122164,'GREAT RIVERS 2-1-1',None
22466,22466,1402952,None,None,None,None,None,None,None,None,None,71,None,'TH-2600.1880','Extreme Cold Warming Centers',None,None,None,None,None,None,None,None,None,None,2121968,None,<NESTED LIST>
35135,35135,1402926,None,None,None,'CITY OF FAITH CHURCH',None,None,11270,407761,11270,None,'UNITED MIGRANT OPPORTUNITY SERVICES',28397,None,None,None,2121924,None,None,'Soup Kitchens','GATHERING OF SOUTHEAST WI',None,None,50093,'BD-5000.8300',None,'CROSS ROADS KITCHEN'
35135,35135,1402926,None,59876,'BD-1800.2000',None,'LAZARUS HOUSE FOOD PANTRY',None,None,None,'UNITED MIGRANT OPPORTUNITY SERVICES (UMOS) - MILWAUKEE',None,None,16173,121,16173,None,'IMPACT',36517,None,None,None,2121925,None,None,'Soup Kitchens','ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None
35135,35135,1402926,None,None,'Food Pantries','CITY OF FAITH CHURCH',None,None,22033,'BD-1800.2000',None,'FOOD PANTRY - UMOS SOUTH SIDE',None,None,None,'IMPACT - 211',None,None,15621,407863,15621,None,'GATHERING OF SOUTHEAST WI',28507,None,None,None,2121926
35135,35135,1402926,37986,None,None,None,2121922,None,None,'Food Pantries','UNITED MIGRANT OPPORTUNITY SERVICES',None,None,55081,'BH-0500.3200',None,'211 COORDINATED ENTRY TEAM',None,None,None,'ASCENSION LUTHERAN CHURCH',None,None,16233,407863,16233,None,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE'
35135,35135,1402926,22221,407761,22221,None,'CITY OF FAITH CHURCH',19318,None,None,None,2121923,None,None,'Housing Related Coordinated Entry','IMPACT',None,None,47567,'BD-5000.8300',None,'SOUP KITCHEN - ASCENSION LUTHERAN',None,None,None,'ST VINCENT DE PAUL SOCIETY -  CROSS ROADS KITCHEN',None,None
2693,2693,1402915,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121898,'GREAT RIVERS 2-1-1',None
2890,2890,1402852,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121796,'GREAT RIVERS 2-1-1',None
14855,14855,1402851,None,None,None,27081,15492,None,46823,None,None,409105,None,'FL-6500','Municipal Police',None,15492,'MILWAUKEE POLICE ADMINISTRATION BUILDING',None,'MILWAUKEE POLICE DEPARTMENT',None,None,None,'POLICE DEPARTMENT - DISTRICT 1',None,2121795,'MILWAUKEE POLICE DEPARTMENT',None
37629,37629,1402850,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2121794,'IMPACT',None
37629,37629,1402848,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2121789,'IMPACT',None
37629,37629,1402846,None,None,None,20044,11405,None,64435,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,11405,"""CHILDREN'S WISCONSIN - MILWAUKEE HOSPITAL""",None,"""CHILDREN'S WISCONSIN - MILWAUKEE HOSPITAL""",None,None,None,'EMOTIONAL SUPPORT LINE - WAUKESHA PARADE',None,2121787,"""CHILDREN'S WISCONSIN - MILWAUKEE HOSPITAL""",None
26768,26768,1402836,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2121769,'IMPACT',None
2679,2679,1402798,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121714,'GREAT RIVERS 2-1-1',None
2680,2680,1402797,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121713,'GREAT RIVERS 2-1-1',None
15978,15978,1402775,None,None,None,28397,16173,None,55081,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 COORDINATED ENTRY TEAM',None,2121685,'IMPACT',None
2670,2670,1402773,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121683,'GREAT RIVERS 2-1-1',None
2702,2702,1402763,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121658,'GREAT RIVERS 2-1-1',None
26556,26556,1402762,None,27658,52436,411591,'Holiday Gifts/Toys','SALVATION ARMY DISTRIBUTION CENTER',None,'TOY SHOP','SALVATION ARMY DIVISIONAL HEADQUARTERS',None,16189,None,None,None,None,None,None,None,None,None,None,'PH-2950.3200',23268,'TOYS FOR TOTS WEBSITE (Year-round for Information and Community Outreach)',None,2121657
26556,26556,1402762,None,15764,None,None,None,None,None,None,None,None,None,None,'PH-2950.3200',16189,'NORTHCOTT NEIGHBORHOOD HOUSE',None,2121656,None,37092,63591,411591,'Holiday Gifts/Toys','TOYS FOR TOTS WEBSITE (Year-round for Information and Community Outreach)',None,'TOYS FOR TOTS WEBSITE (Year-round for Information and Community Outreach)','TOYS FOR TOTS WEBSITE (Year-round for Information and Community Outreach)'
26556,26556,1402762,None,None,None,'PH-2950.3200',15764,'SALVATION ARMY DIVISIONAL HEADQUARTERS',None,2121655,None,28444,64416,411591,'Holiday Gifts/Toys','NORTHCOTT NEIGHBORHOOD HOUSE - 6TH ST',None,'CHRISTMAS FAMILY DINNER AND TOY GIVEAWAY','NORTHCOTT NEIGHBORHOOD HOUSE',None,23268,None,None,None,None,None,None,None
2679,2679,1402751,None,None,23549,64316,None,None,'Housing Related Coordinated Entry',23549,None,None,None,None,'REACH SERVICES AND RESOURCE CENTER',None,None,5674,25657,None,None,'Community Shelters',5674,None,None,None,None,'LA CROSSE COUNTY SALVATION ARMY'
2679,2679,1402751,None,37424,None,None,121,'BH-0500.3200',None,'REACH SERVICES AND RESOURCE CENTER','REACH SERVICES AND RESOURCE CENTER',None,'SERVICES AND RESOURCE CENTER',2121637,None,None,11338,None,None,407882,'BH-1800.8500-150',None,'LA CROSSE COUNTY SALVATION ARMY','LA CROSSE COUNTY SALVATION ARMY',None,'EMERGENCY SHELTER',2121638,<NESTED LIST>
2693,2693,1402714,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121569,'GREAT RIVERS 2-1-1',None
41925,41925,1402641,None,None,None,28435,16181,None,49818,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16181,'MILWAUKEE RESCUE MISSION - JOY HOUSE',29363,'MILWAUKEE RESCUE MISSION','BH-1800.8500-150 * YK-8200.8100','Community Shelters * Single Women',None,'JOY HOUSE',None,2121457,'MILWAUKEE RESCUE MISSION',None
1688,1688,1402639,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2121455,'GREAT RIVERS 2-1-1',None
28188,28188,1402616,None,None,16181,49818,None,None,'Community Shelters',16181,29363,'BH-1800.8500-150 * YK-8200.8100',None,None,'MILWAUKEE RESCUE MISSION',None,None,16173,65177,None,None,'Housing Related Coordinated Entry',16173,None,None,None,None,'IMPACT'
