INTERACTION_ID,INTERACTION_CLIENTID,CLIENT_ID,SITE_ID,AGENCY_ID,PROGRAM_ID,SERVICE_ID,TAXONOMY_ID,TAXONOMY_NAME,DATEOFREFERRAL,AGENCY_PARENTID,SITESYSTEM_NAME,AGENCYSYSTEM_NAME,INTERACTIONREFERRAL_ID,AGENCYSYSTEM_PARENTNAME
1401811,16008,16008,27411,15621,None,47603,407863,Soup Kitchens,None,15621,RUNNING REBELS,GATHERING OF SOUTHEAST WI,2120107,GATHERING OF SOUTHEAST WI
1401801,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2120094,IMPACT
1401781,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2120070,GREAT RIVERS 2-1-1
1401772,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2120061,GREAT RIVERS 2-1-1
1401771,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2120060,GREAT RIVERS 2-1-1
1401768,2693,2693,14438,9164,None,34744,408877,Representative Payee Services,None,9164,CONSUMER CREDIT COUNSELING SERVICE OF LA CROSSE,CONSUMER CREDIT COUNSELING SERVICE OF LA CROSSE,2120057,CONSUMER CREDIT COUNSELING SERVICE OF LA CROSSE
1401753,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2120026,GREAT RIVERS 2-1-1
1401733,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2120001,GREAT RIVERS 2-1-1
1401732,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2120000,GREAT RIVERS 2-1-1
1401698,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119955,GREAT RIVERS 2-1-1
1401684,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119940,GREAT RIVERS 2-1-1
1401670,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119924,GREAT RIVERS 2-1-1
1401652,41925,41925,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2119893,MILWAUKEE RESCUE MISSION
1401585,36772,36772,28444,16189,None,64415,411600,Thanksgiving Meals,None,16189,NORTHCOTT NEIGHBORHOOD HOUSE - 6TH ST,NORTHCOTT NEIGHBORHOOD HOUSE,2119760,NORTHCOTT NEIGHBORHOOD HOUSE
1401570,43226,43226,36517,15621,None,62299,411600,Thanksgiving Meals,None,15621,ASCENSION LUTHERAN CHURCH,GATHERING OF SOUTHEAST WI,2119738,GATHERING OF SOUTHEAST WI
1401563,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119728,GREAT RIVERS 2-1-1
1401533,16008,16008,27410,15621,None,62301,411600,Thanksgiving Meals,None,15621,OUR NEXT GENERATION NEIGHBORHOOD CENTER,GATHERING OF SOUTHEAST WI,2119665,GATHERING OF SOUTHEAST WI
1401529,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119659,GREAT RIVERS 2-1-1
1401528,2882,2882,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119658,GREAT RIVERS 2-1-1
1401524,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2121767,IMPACT
1401520,39226,39226,28397,16173,None,49695,414507,Comprehensive Information and Referral,None,16173,IMPACT - 211,IMPACT,2119647,IMPACT
1401489,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119602,GREAT RIVERS 2-1-1
1401472,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119576,GREAT RIVERS 2-1-1
1401471,2679,2679,7489,754,None,16319,413247,General Crisis Intervention Hotlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119575,GREAT RIVERS 2-1-1
1401450,32634,32634,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2119555,MILWAUKEE RESCUE MISSION
1401419,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119490,GREAT RIVERS 2-1-1
1401412,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119480,GREAT RIVERS 2-1-1
1401400,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2119464,GREAT RIVERS 2-1-1
1401383,32211,32211,,,,,,,,,,,,
1401329,26768,26768,29696,16765,None,51743,413247,General Crisis Intervention Hotlines,None,16765,WAUKESHA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,WAUKESHA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2119311,WAUKESHA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1401228,41925,41925,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2119115,MILWAUKEE RESCUE MISSION
1401151,31916,31916,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2118992,MILWAUKEE RESCUE MISSION
1401029,18704,18704,28600,15677,None,47733,411613,Furnace Maintenance/Repair,None,15677,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES - ZEIDLER MUNICIPAL BUILDING,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES,2118761,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES
1400985,32658,32658,28505,16233,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,2118667,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1400963,34954,34954,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,2118626,211 USE - COMMUNITY SHELTER UNMET
1400951,41921,41921,30659,16953,None,52283,407761,Food Pantries,None,16953,GREATER LITTLE HILL COGIC,GREATER LITTLE HILL COGIC,2118604,GREATER LITTLE HILL COGIC
1400935,31842,31842,48132,50724,None,83269,411276,Food Stamps/SNAP Applications,None,50724,WISCONSIN DEPARTMENT OF HEALTH SERVICES - MILWAUKEE ENROLLMENT SERVICES,WISCONSIN DEPARTMENT OF HEALTH SERVICES - MILWAUKEE ENROLLMENT SERVICES,2118579,WISCONSIN DEPARTMENT OF HEALTH SERVICES - MILWAUKEE ENROLLMENT SERVICES
1400883,29216,29216,30172,16832,None,52022,407761,Food Pantries,None,16832,HARVEST OUTREACH,HARVEST OUTREACH,2118498,HARVEST OUTREACH
1400864,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2118469,IMPACT
1400842,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2118435,IMPACT
1400813,34958,34958,36517,15621,None,62299,411600,Thanksgiving Meals,None,15621,ASCENSION LUTHERAN CHURCH,GATHERING OF SOUTHEAST WI,2118396,GATHERING OF SOUTHEAST WI
1400795,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2118368,GREAT RIVERS 2-1-1
1400779,42003,42003,29210,16613,None,51265,409489,Lawyer Referral Services,None,16613,MILWAUKEE JUSTICE CENTER,MILWAUKEE JUSTICE CENTER,2118326,MILWAUKEE JUSTICE CENTER
1400777,2668,2668,11923,6205,None,26974,410313,Aging and Disability Resource Centers,None,6205,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF LA CROSSE COUNTY,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF LA CROSSE COUNTY,2118323,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF LA CROSSE COUNTY
1400732,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2118250,GREAT RIVERS 2-1-1
1400679,39096,39096,37625,15629,None,64812,408876,Personal Financial Counseling,None,15629,HOUSING RESOURCES, TaxonomyLink_Id: None, 'DateOfServiceProvided': None, InteractionReferral_Id: 2118158
1400647,2679,2679,11617,5923,None,26299,409636,GED/High School Equivalency Test Instruction,None,5923,WESTERN TECHNICAL COLLEGE - LA CROSSE LOCATION,WESTERN TECHNICAL COLLEGE,2118100,WESTERN TECHNICAL COLLEGE
1400484,22105,22105,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2117806,IMPACT
1400465,16303,16303,34926,21880,None,58926,407761,Food Pantries,None,21880,SAINT ROSE OF LIMA PARISH FOOD PANTRY,SAINT ROSE OF LIMA PARISH,2117776,SAINT ROSE OF LIMA PARISH
1400427,29622,29622,28505,16233,None,50074,408048,General Furniture Provision,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,2117716,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1400275,20731,20731,32116,17703,None,59721,407761,Food Pantries,None,17703,ONE GOD MINISTRY,ONE GOD MINISTRY,2117413,ONE GOD MINISTRY
1400257,43663,43663,28193,16016,None,49254,407978,Low Income/Subsidized Private Rental Housing,None,16016,LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN (LSS) - WASHINGTON ST,LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN,2117380,LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN
1400241,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2117352,GREAT RIVERS 2-1-1
1400200,34954,34954,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2117272,MILWAUKEE RESCUE MISSION
1400174,14927,14927,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,2117220,IMPACT
1400133,34193,34193,30727,15764,None,57078,407761,Food Pantries,None,15764,SALVATION ARMY - COLD SPRING,SALVATION ARMY DIVISIONAL HEADQUARTERS,2117151,SALVATION ARMY DIVISIONAL HEADQUARTERS
1400121,16461,16461,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2117126,MILWAUKEE RESCUE MISSION
1400113,28957,28957,27658,15764,None,60816,407761,Food Pantries,None,15764,SALVATION ARMY DISTRIBUTION CENTER,SALVATION ARMY DIVISIONAL HEADQUARTERS,2117116,SALVATION ARMY DIVISIONAL HEADQUARTERS
1400085,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2117050,IMPACT
1400082,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2117045,IMPACT
1400080,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2117043,GREAT RIVERS 2-1-1
1400074,14927,14927,28435,16181,None,83330,414303,Extreme Weather Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2117021,MILWAUKEE RESCUE MISSION
1400052,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2116992,GREAT RIVERS 2-1-1
1400026,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2116946,GREAT RIVERS 2-1-1
1400015,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2116928,GREAT RIVERS 2-1-1
1399984,2841,2841,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2116880,GREAT RIVERS 2-1-1
1399973,17739,17739,28456,16199,None,49890,414303,Extreme Weather Shelters,None,16199,REPAIRERS OF THE BREACH,REPAIRERS OF THE BREACH,2116862,REPAIRERS OF THE BREACH
1399938,32391,32391,7212,2152,None,7498,414522,Medical Information Services,None,2152,SSM HEALTH,SSM HEALTH,2116787,SSM HEALTH
1399924,35602,35602,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2116766,MILWAUKEE RESCUE MISSION
1399912,35965,35965,37623,16818,None,52006,411599,Thanksgiving Baskets,None,16818,IMPACT 2-1-1,HOLIDAY ITEMS - UNMET,2116739,HOLIDAY ITEMS - UNMET
1399888,22475,22475,20039,11403,None,22978,411232,EBT Card Services,None,11403,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF HEALTH CARE ACCESS AND ACCOUNTABILITY,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES,2116688,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES
1399886,16469,16469,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2116685,IMPACT
1399873,16469,16469,28397,16173,None,49695,414509,211 Systems,None,16173,IMPACT - 211,IMPACT,2116660,IMPACT
1399821,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2116547,GREAT RIVERS 2-1-1
1399781,25742,25742,30813,16988,None,52393,407761,Food Pantries,None,16988,PRAISE TEMPLE CHURCH,PRAISE TEMPLE CHURCH,2116458,PRAISE TEMPLE CHURCH
1399715,32732,32732,21447,12720,None,37753,411591,Holiday Gifts/Toys,None,12720,SALVATION ARMY - MANITOWOC,SALVATION ARMY - MANITOWOC,2116337,SALVATION ARMY - MANITOWOC
1399704,26768,26768,30107,16795,None,51928,409485,Landlord/Tenant Dispute Resolution,None,16795,COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN - WAUKESHA COUNTY,COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN,2116310,COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN
1399622,23327,23327,37986,22221,None,59876,407761,Food Pantries,None,22221,CITY OF FAITH CHURCH,CITY OF FAITH CHURCH,2116166,CITY OF FAITH CHURCH
1399607,32944,32944,26934,15440,None,46423,407978,Low Income/Subsidized Private Rental Housing,None,15440,METROPOLITAN ASSOCIATES,METROPOLITAN ASSOCIATES,2116136,METROPOLITAN ASSOCIATES
1399503,34954,34954,29704,16767,None,51825,414509,211 Systems,None,16767,2/1/2001,2/1/2001,2115959,2/1/2001
1399324,24158,24158,28399,16173,None,49737,413016,Central Intake/Assessment for Drug Use Disorders,None,16173,IMPACT - ACCESS POINT,IMPACT,2115648,IMPACT
1399290,36091,36091,27013,15469,None,55460,407761,Food Pantries,None,15469,COA YOUTH & FAMILY CENTERS - GOLDIN CENTER,COA YOUTH & FAMILY CENTERS,2115603,COA YOUTH & FAMILY CENTERS
1399283,32271,32271,28400,16174,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2115597,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1399271,33919,33919,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2115566,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1399217,24399,24399,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2115473,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1399208,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115455,GREAT RIVERS 2-1-1
1399188,2841,2841,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115435,GREAT RIVERS 2-1-1
1399166,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2115396,IMPACT
1399154,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2115374,IMPACT
1399146,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115364,GREAT RIVERS 2-1-1
1399088,40031,40031,27682,15784,None,48017,410563,Prescription Expense Assistance,None,15784,SAINT ANTHONY PLACE,CAPUCHIN COMMUNITY SERVICES,2115266,CAPUCHIN COMMUNITY SERVICES
1399086,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115264,GREAT RIVERS 2-1-1
1399082,22103,22103,26933,15439,None,46421,408269,Electric Service Connection/Repair,None,15439,WE ENERGIES,WE ENERGIES,2115259,WE ENERGIES
1399057,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115226,GREAT RIVERS 2-1-1
1399045,1688,1688,12124,6349,None,27908,407898,Weatherization Programs,None,6349,COULEECAP - COMMUNITY ACTION PROGRAM - LA CROSSE COUNTY OFFICE,COULEECAP - COMMUNITY ACTION PROGRAM,2115210,COULEECAP - COMMUNITY ACTION PROGRAM
1399036,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2115198,IMPACT
1398999,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115146,GREAT RIVERS 2-1-1
1398978,25420,25420,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2115118,MILWAUKEE RESCUE MISSION
1398969,23565,23565,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,2115106,IMPACT
1398955,22475,22475,20037,11401,None,22967,414477,Directory Assistance,None,11401,DIRECTORY ASSISTANCE NUMBERS,DIRECTORY ASSISTANCE NUMBERS,2115085,DIRECTORY ASSISTANCE NUMBERS
1398915,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2115033,GREAT RIVERS 2-1-1
1398910,34954,34954,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,2115026,IMPACT
1398876,33419,33419,28630,16308,None,50302,407761,Food Pantries,None,16308,EL SHADDAI CHURCH,EL SHADDAI CHURCH,2114975,EL SHADDAI CHURCH
1398864,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114954,GREAT RIVERS 2-1-1
1398848,16017,16017,36980,23247,None,63402,407761,Food Pantries,None,23247,EL BETHEL COGIC,EL BETHEL COGIC,2114921,EL BETHEL COGIC
1398830,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2114902,IMPACT
1398821,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114885,GREAT RIVERS 2-1-1
1398809,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114869,GREAT RIVERS 2-1-1
1398794,2680,2680,38042,23839,None,65482,413132,Talklines/Warmlines,None,23839,INSTITUTE ON AGING,INSTITUTE ON AGING,2114854,INSTITUTE ON AGING
1398758,2843,2843,19162,11122,None,20339,413248,LGBTQ2+ Helplines,None,11122,THE TREVOR PROJECT,THE TREVOR PROJECT,2114805,THE TREVOR PROJECT
1398683,22323,22323,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2114699,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1398623,27911,27911,38048,23844,None,65508,407984,Section 8 Housing Choice Vouchers,None,23844,WEST ALLIS, TaxonomyLink_Id: None, 'ServiceSystem_Name': 'HOUSING SERVICES', DateOfServiceProvided: None
1398619,38522,38522,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2114589,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1398608,21359,21359,1034,700,None,2545,410441,Disease/Disability Information,None,700,AMERICAN CANCER SOCIETY,AMERICAN CANCER SOCIETY,2114569,AMERICAN CANCER SOCIETY
1398594,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114550,GREAT RIVERS 2-1-1
1398577,34259,34259,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2114520,MILWAUKEE RESCUE MISSION
1398508,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114432,GREAT RIVERS 2-1-1
1398502,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114424,GREAT RIVERS 2-1-1
1398473,37774,37774,29697,15764,None,83230,411600,Thanksgiving Meals,None,15764,SALVATION ARMY - CITADEL CORPS,SALVATION ARMY DIVISIONAL HEADQUARTERS,2114380,SALVATION ARMY DIVISIONAL HEADQUARTERS
1398426,31639,31639,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,2114314,IMPACT
1398423,24158,24158,26942,15458,None,46501,413363,Inpatient Drug Detoxification,None,15458,FIRST STEP COMMUNITY RECOVERY CENTER,HORIZON HEALTHCARE,2114307,HORIZON HEALTHCARE
1398256,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2114069,IMPACT
1398244,2841,2841,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2114054,GREAT RIVERS 2-1-1
1398168,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2113938,GREAT RIVERS 2-1-1
1398163,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2113931,GREAT RIVERS 2-1-1
1398135,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2113897,GREAT RIVERS 2-1-1
1398126,25489,25489,27658,15764,None,48034,407833,Winter Clothing,None,15764,SALVATION ARMY DISTRIBUTION CENTER,SALVATION ARMY DIVISIONAL HEADQUARTERS,2113879,SALVATION ARMY DIVISIONAL HEADQUARTERS
1397925,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2113503,GREAT RIVERS 2-1-1
1397917,34498,34498,28505,16233,None,50074,408016,Beds,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,2113491,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1397905,34404,34404,30047,16815,None,51984,407761,Food Pantries,None,16815,HOLY COMMUNION LUTHERAN CHURCH,HOLY COMMUNION LUTHERAN CHURCH,2113455,HOLY COMMUNION LUTHERAN CHURCH
1397822,32211,32211,,,,,,,,,,,,
1397744,30526,30526,29697,15764,None,61053,407761,Food Pantries,None,15764,SALVATION ARMY - CITADEL CORPS,SALVATION ARMY DIVISIONAL HEADQUARTERS,2113149,SALVATION ARMY DIVISIONAL HEADQUARTERS
1397599,29570,29570,28400,16174,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2112888,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1397591,31931,31931,37623,16818,None,52006,411599,Thanksgiving Baskets,None,16818,IMPACT 2-1-1,HOLIDAY ITEMS - UNMET,2112881,HOLIDAY ITEMS - UNMET
